forecast_date,target,target_end_date,location,type,quantile,value
2022-10-16,1 wk ahead inc case,2022-10-22,AT,quantile,0.010,93371
2022-10-16,1 wk ahead inc case,2022-10-22,BE,quantile,0.010,8316
2022-10-16,1 wk ahead inc case,2022-10-22,BG,quantile,0.010,5062
2022-10-16,1 wk ahead inc case,2022-10-22,CY,quantile,0.010,2541
2022-10-16,1 wk ahead inc case,2022-10-22,CZ,quantile,0.010,12921
2022-10-16,1 wk ahead inc case,2022-10-22,DK,quantile,0.010,10952
2022-10-16,1 wk ahead inc case,2022-10-22,EE,quantile,0.010,1277
2022-10-16,1 wk ahead inc case,2022-10-22,FI,quantile,0.010,10107
2022-10-16,1 wk ahead inc case,2022-10-22,FR,quantile,0.010,427408
2022-10-16,1 wk ahead inc case,2022-10-22,DE,quantile,0.010,725276
2022-10-16,1 wk ahead inc case,2022-10-22,GR,quantile,0.010,52441
2022-10-16,1 wk ahead inc case,2022-10-22,HU,quantile,0.010,13067
2022-10-16,1 wk ahead inc case,2022-10-22,IS,quantile,0.010,138
2022-10-16,1 wk ahead inc case,2022-10-22,IE,quantile,0.010,2143
2022-10-16,1 wk ahead inc case,2022-10-22,IT,quantile,0.010,289669
2022-10-16,1 wk ahead inc case,2022-10-22,LV,quantile,0.010,4996
2022-10-16,1 wk ahead inc case,2022-10-22,LI,quantile,0.010,239
2022-10-16,1 wk ahead inc case,2022-10-22,LT,quantile,0.010,3629
2022-10-16,1 wk ahead inc case,2022-10-22,LU,quantile,0.010,3230
2022-10-16,1 wk ahead inc case,2022-10-22,MT,quantile,0.010,125
2022-10-16,1 wk ahead inc case,2022-10-22,NL,quantile,0.010,25132
2022-10-16,1 wk ahead inc case,2022-10-22,NO,quantile,0.010,416
2022-10-16,1 wk ahead inc case,2022-10-22,PL,quantile,0.010,6344
2022-10-16,1 wk ahead inc case,2022-10-22,PT,quantile,0.010,0
2022-10-16,1 wk ahead inc case,2022-10-22,RO,quantile,0.010,4197
2022-10-16,1 wk ahead inc case,2022-10-22,SK,quantile,0.010,4884
2022-10-16,1 wk ahead inc case,2022-10-22,SI,quantile,0.010,13377
