,State,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,Washington,381,2,25,26,28,29,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Illinois,307,51,47,51,58,62,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,California,380,58,52,57,60,65,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Arizona,65,13,8,9,11,10,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Massachusetts,260,38,38,41,44,47,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Wisconsin,78,7,7,7,7,8,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Texas,150,23,21,22,26,26,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Nebraska,9,0,1,1,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Utah,13,-4,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Oregon,27,4,2,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Florida,236,41,32,34,37,39,41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,7809,-2349,707,768,795,849,853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Rhode Island,27,2,2,3,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Georgia,229,21,21,22,23,25,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,New Hampshire,9,1,1,1,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,North Carolina,45,0,4,4,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,New Jersey,1003,218,174,184,203,208,222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Colorado,150,27,21,24,25,27,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Maryland,91,-4,13,14,15,17,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nevada,46,8,5,6,5,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,Tennessee,65,-3,5,5,6,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,Hawaii,5,-1,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,143,17,20,22,24,25,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Kentucky,45,8,5,5,5,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,Minnesota,30,2,3,2,2,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,Oklahoma,51,4,6,7,7,8,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,Pennsylvania,179,21,28,33,36,38,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,South Carolina,48,5,6,6,7,7,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,District of Columbia,24,3,3,4,4,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,25,-1,2,1,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Missouri,72,-25,2,2,3,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,Vermont,23,1,1,2,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,Virginia,66,2,9,11,12,13,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,Connecticut,206,20,22,24,24,26,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,Iowa,25,-4,3,2,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,Louisiana,512,19,31,35,40,39,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,Ohio,142,2,15,15,17,18,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,Michigan,793,-61,66,73,77,83,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,South Dakota,4,-2,1,0,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,Arkansas,16,1,0,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,Delaware,15,1,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41,Mississippi,51,-4,3,3,3,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,New Mexico,12,2,2,2,2,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43,North Dakota,3,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44,Wyoming,0,1,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
