,State,242,248,255,262,269,276,283,290,297,304,311,318,325,332,339,346,353,360,367,374,381
0,Washington,2037,43,38,33,30,27,25,23,21,20,18,16,15,14,13,12,11,10,9,8,7
1,Illinois,8686,150,147,145,137,122,110,99,89,80,72,65,58,52,47,42,37,33,30,27,24
2,California,15016,571,459,376,323,297,269,243,221,201,182,166,150,135,123,111,100,90,81,74,66
3,Arizona,5477,124,127,122,116,111,106,101,96,91,86,82,78,73,70,66,62,58,55,52,49
4,Massachusetts,9310,62,38,27,25,27,26,25,24,23,22,21,20,19,18,17,17,16,15,14,14
5,Wisconsin,1242,50,64,78,89,89,92,96,101,105,109,114,119,123,128,133,138,142,147,151,156
6,Texas,15088,609,558,502,447,392,344,303,266,234,205,180,158,139,122,107,94,82,72,63,55
7,Nebraska,442,27,29,32,33,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31,31
8,Utah,440,14,22,31,37,36,37,39,40,42,44,46,48,49,51,53,55,58,60,62,64
9,Oregon,526,21,20,19,18,20,20,21,21,21,22,22,23,23,24,24,24,25,25,26,26
10,Florida,13296,749,649,575,527,505,479,452,427,404,379,356,334,313,293,274,256,239,223,208,194
11,New York,33087,67,70,68,53,32,19,12,7,4,2,1,0,0,0,0,0,0,0,0,0
12,Rhode Island,1088,15,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16
13,Georgia,6602,236,223,202,184,171,157,145,133,122,112,103,94,86,79,72,66,60,55,50,46
14,New Hampshire,438,2,2,3,4,4,4,4,4,5,5,6,6,6,7,7,8,8,9,9,10
15,North Carolina,3243,180,162,151,142,132,123,115,107,100,93,87,81,75,70,65,60,56,52,48,45
16,New Jersey,16067,66,65,64,59,49,40,34,28,23,19,16,13,11,9,8,6,5,4,3,3
17,Colorado,2014,25,26,27,29,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45
18,Maryland,3879,42,44,45,43,40,38,36,35,33,32,30,29,27,26,25,24,23,21,20,19
19,Nevada,1531,55,46,38,34,34,32,31,29,27,26,24,23,21,20,19,18,17,16,15,14
20,Tennessee,2218,183,176,172,166,156,148,140,133,126,120,113,107,101,96,90,85,80,76,71,67
21,Hawaii,120,12,10,8,7,5,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0
22,Indiana,3506,71,68,66,64,63,61,60,58,56,55,54,52,51,49,48,47,45,44,42,41
