id,Country,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10
0,Afghanistan,53105,53268,53430,53592,53754,53916,54081,54244,54413,54583,54753,54925,55098,55272,55447,55625,55803,55984,56165,56347,56532,56719,56906,57095,57285,57477,57671,57865,58062,58260,58460,58661,58864,59068,59274,59481,59691,59901,60112,60327,60542,60760,60979,61199,61420,61645,61870,62097,62326,62556,62787,63022,63257,63495,63734,63974,64218,64461,64708,64956,65205,65456,65710,65965,66222,66481,66741,67003,67268,67534,67801,68072,68343,68616,68892,69170,69449,69730,70013,70300,70586,70876,71166,71460,71754,72053,72351,72652,72955,73260,73567,73876,74187,74502,74816,75132
1,Albania,60283,60820,61358,61897,62438,62980,63523,64068,64611,65155,65699,66244,66789,67335,67881,68426,68974,69520,70066,70613,71159,71706,72253,72799,73346,73892,74438,74983,75530,76075,76619,77164,77707,78250,78794,79336,79878,80418,80958,81497,82037,82574,83112,83648,84184,84718,85251,85784,86315,86845,87374,87902,88428,88954,89478,90002,90523,91043,91562,92080,92595,93110,93622,94133,94644,95151,95657,96162,96665,97167,97665,98163,98660,99154,99647,100136,100625,101111,101595,102079,102558,103037,103513,103987,104460,104930,105398,105863,106327,106787,107247,107704,108159,108611,109061,109509
2,Algeria,100873,101232,101589,101945,102296,102647,102996,103347,103700,104053,104403,104755,105107,105463,105821,106181,106541,106906,107270,107637,108004,108370,108735,109101,109465,109831,110195,110559,110922,111286,111648,112011,112373,112734,113095,113456,113816,114175,114535,114894,115253,115612,115969,116326,116684,117039,117396,117752,118107,118462,118816,119170,119524,119876,120230,120583,120935,121288,121640,121992,122345,122696,123048,123399,123751,124102,124452,124803,125153,125502,125853,126203,126552,126902,127250,127599,127948,128296,128644,128992,129339,129686,130034,130381,130728,131074,131421,131767,132112,132458,132803,133148,133494,133838,134181,134523
3,Andorra,8308,8368,8430,8490,8551,8613,8673,8733,8790,8847,8903,8959,9014,9068,9121,9173,9226,9277,9327,9377,9425,9472,9519,9567,9611,9656,9701,9744,9788,9828,9871,9912,9951,9991,10029,10065,10104,10139,10175,10211,10245,10280,10313,10346,10378,10410,10440,10470,10501,10530,10558,10586,10614,10640,10667,10694,10719,10744,10768,10792,10816,10839,10862,10883,10906,10925,10947,10967,10987,11008,11026,11045,11064,11081,11099,11117,11132,11151,11165,11181,11198,11213,11228,11241,11256,11270,11283,11297,11309,11323,11335,11348,11358,11371,11382,11393
4,Angola,17756,17825,17893,17960,18026,18095,18161,18229,18296,18363,18430,18498,18565,18633,18700,18768,18835,18902,18969,19036,19103,19170,19236,19304,19371,19438,19505,19573,19641,19707,19775,19843,19910,19977,20045,20112,20180,20247,20315,20382,20449,20517,20584,20651,20720,20787,20855,20922,20988,21056,21123,21191,21258,21325,21393,21460,21527,21594,21662,21729,21797,21864,21930,21998,22066,22133,22200,22268,22334,22402,22469,22537,22604,22672,22738,22806,22873,22941,23007,23075,23142,23209,23276,23343,23411,23478,23544,23613,23679,23746,23814,23883,23952,24023,24093,24164
5,Antigua and Barbuda,160,161,163,164,165,166,167,169,170,171,172,174,175,176,177,179,180,181,182,183,185,186,187,188,189,191,192,193,194,195,197,198,199,200,201,202,204,205,206,207,208,209,211,212,213,214,215,216,218,219,220,221,222,223,224,226,227,228,229,230,231,232,233,235,236,236,237,238,239,240,241,243,243,244,245,246,247,248,248,250,251,252,252,253,254,255,256,257,258,260,261,262,262,263,264,264
6,Argentina,1662730,1672378,1682276,1692368,1702668,1713206,1723939,1734819,1745807,1756993,1768369,1779933,1791686,1803618,1815732,1828033,1840533,1853232,1866133,1879235,1892541,1906055,1919775,1933711,1947859,1962225,1976810,1991619,2006652,2021914,2037405,2053131,2069092,2085290,2101731,2118414,2135342,2152518,2169947,2187627,2205564,2223759,2242213,2260931,2279914,2299164,2318684,2338476,2358541,2378882,2399501,2420400,2441582,2463047,2484797,2506835,2529161,2551778,2574686,2597890,2621386,2645178,2669268,2693656,2718344,2743332,2768619,2794209,2820100,2846294,2872792,2899591,2926694,2954099,2981809,3009821,3038134,3066749,3095665,3124882,3154397,3184210,3214321,3244725,3275425,3306415,3337695,3369264,3401118,3433256,3465675,3498378,3531364,3564632,3598184,3632019
7,Armenia,160544,161008,161459,161903,162340,162772,163203,163631,164056,164475,164891,165303,165709,166115,166518,166920,167320,167717,168115,168513,168911,169308,169703,170099,170490,170880,171269,171657,172044,172430,172815,173200,173583,173964,174346,174724,175102,175477,175851,176223,176589,176951,177310,177664,178015,178361,178703,179041,179376,179706,180035,180358,180677,180994,181306,181614,181919,182220,182518,182812,183103,183391,183675,183955,184232,184505,184776,185043,185307,185568,185825,186078,186330,186578,186822,187065,187303,187539,187773,188002,188229,188454,188675,188893,189109,189322,189532,189739,189945,190147,190346,190543,190737,190929,191117,191304
8,Australia,28536,28590,28645,28705,28767,28834,28903,28977,29055,29138,29225,29317,29413,29515,29624,29738,29858,29984,30119,30260,30409,30567,30732,30907,31092,31287,31492,31709,31938,32180,32435,32705,32989,33289,33605,33939,34291,34663,35056,35469,35906,36367,36853,37366,37907,38479,39081,39717,40387,41094,41841,42628,43458,44334,45259,46233,47261,48346,49489,50695,51966,53306,54720,56210,57781,59438,61184,63025,64966,67010,69166,71437,73829,76350,79006,81803,84749,87851,91117,94556,98177,101988,105998,110218,114657,119326,124236,129399,134816,140487,146412,152591,159024,165711,172652,179846
9,Austria,369721,371705,373673,375623,377568,379507,381440,383356,385247,387130,389004,390871,392725,394569,396400,398220,400028,401825,403612,405387,407151,408902,410644,412373,414091,415797,417492,419175,420848,422509,424158,425795,427422,429036,430640,432231,433809,435376,436932,438476,440008,441531,443040,444539,446025,447502,448966,450419,451861,453293,454712,456121,457517,458905,460279,461643,462997,464339,465670,466991,468300,469598,470887,472164,473431,474686,475931,477166,478390,479604,480808,482000,483183,484355,485517,486669,487811,488943,490063,491175,492278,493369,494451,495523,496587,497639,498682,499717,500740,501756,502761,503757,504744,505721,506689,507648
