id,Country,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-06,2022-08-07,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-13,2022-08-14,2022-08-15,2022-08-16,2022-08-17,2022-08-18,2022-08-19,2022-08-20,2022-08-21,2022-08-22,2022-08-23,2022-08-24
0,Afghanistan,179321,179356,179392,179429,179467,179505,179543,179581,179619,179658,179696,179735,179775,179814,179854,179894,179934,179975,180015,180056,180098,180139,180181,180223,180266,180308,180351,180395,180438,180482,180527,180571,180616,180662,180707,180753,180800,180847,180894,180942,180990,181038,181087,181136,181186,181236,181286,181337,181388,181440,181492,181545,181598,181652,181706,181761,181816,181872,181928,181985,182042,182100,182158,182217,182277,182337,182398,182459,182521,182583,182647,182710,182775,182840,182906,182972,183039,183107,183175,183244,183314,183385,183456,183528,183601,183675,183749,183825,183901,183977,184055,184133,184213,184293,184374,184456,184539,184623,184707,184793,184879
1,Albania,275621,275653,275684,275716,275747,275778,275809,275840,275870,275900,275930,275959,275988,276017,276046,276075,276103,276131,276159,276187,276215,276242,276270,276297,276324,276351,276378,276405,276431,276458,276484,276510,276537,276563,276589,276614,276640,276666,276692,276717,276743,276768,276793,276818,276843,276868,276893,276918,276943,276967,276992,277016,277040,277065,277089,277113,277136,277160,277184,277207,277231,277254,277277,277299,277322,277344,277367,277389,277411,277432,277454,277475,277496,277517,277538,277558,277578,277598,277617,277637,277656,277674,277693,277711,277728,277746,277763,277780,277796,277812,277828,277844,277859,277874,277889,277904,277918,277932,277945,277958,277972
2,Algeria,265823,265825,265828,265830,265832,265834,265836,265838,265839,265841,265842,265843,265845,265846,265847,265848,265849,265850,265851,265852,265852,265853,265854,265854,265855,265855,265856,265856,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857,265857
3,Andorra,42156,42228,42299,42372,42445,42519,42594,42669,42753,42839,42927,43017,43110,43205,43302,43414,43528,43644,43762,43883,44007,44134,44280,44431,44588,44748,44914,45084,45259,45458,45663,45874,46092,46317,46549,46788,47060,47341,47630,47927,48232,48544,48864,49227,49599,49981,50393,50830,51282,51750,52264,52794,53342,53905,54483,55075,55680,56341,57015,57701,58397,59101,59812,60528,61300,62074,62848,63619,64385,65144,65894,66691,67474,68242,68992,69722,70431,71118,71838,72533,73200,73840,74452,75037,75594,76173,76722,77242,77734,78199,78638,79051,79479,79881,80259,80613,80945,81256,81548,81847,82126
4,Angola,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287,99287
5,Antigua and Barbuda,7795,7798,7801,7805,7808,7811,7813,7816,7819,7822,7824,7827,7830,7832,7835,7837,7839,7842,7844,7846,7849,7851,7853,7855,7857,7859,7862,7864,7866,7868,7870,7871,7873,7875,7877,7879,7881,7882,7884,7886,7888,7889,7891,7892,7894,7895,7896,7897,7899,7900,7900,7901,7902,7903,7903,7904,7904,7905,7905,7905,7906,7906,7906,7906,7907,7907,7907,7907,7907,7907,7907,7907,7907,7907,7907,7907,7907,7907,7907,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908
6,Argentina,9135308,9139151,9143133,9147255,9151521,9155932,9160491,9165199,9170504,9175999,9181691,9187590,9193734,9200250,9207055,9214720,9222750,9231164,9239981,9249219,9258896,9269032,9280447,9292429,9305002,9318187,9332004,9346475,9361618,9378622,9396453,9415131,9434678,9455111,9476446,9498693,9523529,9549495,9576609,9604886,9634335,9664964,9696775,9732030,9768737,9806902,9846527,9887607,9930133,9974087,10022436,10072494,10124237,10177636,10232649,10289229,10347320,10410703,10475798,10542520,10610776,10680459,10751455,10823638,10901679,10980928,11061218,11142372,11224209,11306540,11389176,11477579,11566091,11654487,11742549,11830065,11916829,12002648,12093183,12182418,12270162,12356242,12440504,12522814,12603057,12687004,12768581,12847709,12924329,12998405,13069919,13138871,13228221,13344864,13460448,13574767,13687626,13798849,13908272,14022087,14133731
7,Armenia,422917,422920,422923,422926,422928,422931,422934,422937,422940,422942,422945,422948,422950,422953,422955,422958,422961,422963,422966,422968,422971,422974,422976,422979,422981,422984,422986,422989,422991,422994,422997,422999,423002,423005,423007,423010,423012,423015,423018,423021,423023,423026,423029,423032,423034,423037,423040,423043,423046,423049,423052,423055,423058,423061,423064,423066,423069,423072,423075,423078,423081,423084,423087,423089,423092,423095,423097,423100,423102,423105,423107,423109,423112,423114,423116,423118,423120,423122,423124,423126,423128,423130,423131,423133,423135,423136,423138,423139,423141,423142,423143,423145,423146,423147,423149,423150,423151,423152,423153,423154,423155
8,Australia,6703295,6757925,6812758,6867730,6922765,6977767,7032624,7087197,7149358,7211681,7274117,7336616,7399130,7461619,7524048,7596684,7669654,7742914,7816419,7890122,7963980,8037946,8124360,8211150,8298218,8385458,8472758,8559999,8647056,8748846,8850551,8951975,9052916,9153172,9252542,9350826,9465535,9578954,9690815,9800865,9908869,10014615,10117913,10237950,10354986,10468806,10579233,10686132,10789403,10888985,11003986,11114541,11220620,11322238,11419446,11512326,11600987,11702644,11799322,11891192,11978442,12061279,12139917,12214573,12306569,12399048,12485905,12567438,12643943,12715711,12783021,12870130,12953990,13032683,13106513,13175772,13240736,13301666,13378579,13450803,13518641,13582378,13642274,13698569,13751480,13817609,13879762,13938194,13993137,14044798,14093367,14139014,14196813,14251278,14302609,14350984,14396567,14439503,14479925,14531700,14580724
9,Austria,4253741,4259904,4266241,4272787,4279581,4286673,4294118,4301983,4311451,4321483,4332137,4343472,4355551,4368432,4382172,4399127,4417415,4437140,4458401,4481290,4505891,4532275,4565099,4600574,4638758,4679665,4723251,4769409,4817958,4878171,4941432,5007217,5074876,5143656,5212727,5281231,5365557,5448179,5527850,5603483,5674210,5739420,5798766,5873981,5945385,6010361,6068913,6121250,6167736,6208829,6253782,6292684,6326215,6355046,6379809,6401082,6419377,6438696,6455042,6468904,6480697,6490768,6499405,6506849,6514655,6521312,6556718,6628017,6696481,6762048,6824701,6892155,6956468,7017664,7075797,7130952,7183230,7232749,7284888,7334126,7380601,7424458,7465843,7504905,7541786,7580106,7616191,7650189,7682243,7712487,7741050,7768051,7795976,7822327,7847220,7870766,7893065,7914210,7934288,7955070,7974776
