0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,11,13,16
5,5,5,5,5,5,5,5,5,5,7,8,8,10,11,11,15,20
0,0,0,0,0,0,0,1,1,0,1,1,1,2,2,4,5,6
0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,9
0,0,0,0,0,0,0,0,1,2,3,5,6,8,9,9,9,10
0,1,1,1,1,1,1,2,2,2,3,4,8,8,8,10,11,13
0,0,0,0,0,0,0,0,0,1,2,4,7,7,8,11,16,18
0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0
0,0,0,1,1,1,1,2,2,4,7,0,0,0,5,5,6,6
0,0,0,0,1,1,1,2,3,6,7,8,9,10,11,14,15,15
0,0,0,1,1,1,1,1,1,4,6,4,5,5,6,12,14,15
1,1,1,1,1,2,1,1,3,4,6,6,7,7,9,12,14,15
0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5,6
0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,7,9,9
0,0,0,0,0,1,1,1,1,1,1,1,2,5,7,10,13,20
0,0,0,0,0,0,0,1,1,2,2,4,4,5,8,8,12,15
0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,5,8,9
1,1,1,1,1,1,2,3,5,5,7,7,10,10,13,14,18,21
0,0,0,2,2,4,5,6,7,8,10,14,17,18,26,30,33,34
2,9,10,11,11,12,17,19,26,33,47,49,56,71,82,100,104,113
0,0,0,0,0,0,1,1,1,1,2,3,5,6,10,13,12,12
1,1,1,0,0,3,3,4,5,6,11,12,14,16,18,20,25,25
0,0,0,0,0,0,1,1,1,3,6,5,5,5,8,10,11,12
0,0,0,0,0,0,1,2,2,3,5,6,5,8,11,13,14,16
0,1,5,5,7,12,12,14,19,23,27,30,38,44,49,61,67,71
0,2,2,2,2,2,5,7,8,8,17,19,23,24,26,29,32,34
0,0,0,3,3,4,4,7,7,7,11,10,10,14,15,18,19,19
0,0,0,1,3,6,6,7,9,11,12,2,3,4,4,7,8,11
0,1,2,3,5,5,5,9,10,11,15,18,26,30,34,39,45,57
0,0,0,0,0,1,1,2,2,2,2,3,5,6,6,8,9,10
0,0,0,1,1,1,1,1,1,1,2,2,2,3,4,5,5,5
0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,5,8,9
0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,5,7,8
0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,5,5
0,0,1,1,1,1,1,1,1,1,2,4,8,15,18,25,30,35
3,3,3,4,4,4,4,5,5,7,8,8,8,8,9,10,14,19
0,0,0,0,0,0,0,0,0,0,1,1,2,6,7,9,11,13
0,0,0,0,0,0,0,0,0,1,4,4,4,6,7,7,11,16
0,0,0,0,0,0,0,0,0,1,2,2,4,5,5,7,7,7
0,0,0,1,1,2,2,4,4,4,4,4,6,7,10,13,17,22
2,2,4,5,6,7,7,8,10,12,17,21,25,27,32,33,37,43
0,1,2,13,16,18,23,27,31,34,42,30,31,33,34,36,39,42
0,0,0,2,5,5,5,6,6,9,11,16,17,22,26,28,26,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,6,7,7,8,9,9,12,0,0,0,0,0,0,0
3,5,6,6,8,10,10,10,12,13,21,23,26,27,29,30,32,33
0,0,0,0,1,1,1,2,2,2,3,3,6,8,11,11,14,16
1,1,1,1,1,1,1,1,2,2,4,7,8,8,8,9,12,14
0,0,0,0,0,0,0,0,1,1,2,2,3,6,6,8,8,12
0,0,0,0,0,0,0,0,0,0,1,3,4,8,10,14,18,20
3,3,3,3,3,4,4,4,4,4,4,5,5,6,7,10,10,11
0,0,0,0,0,0,1,2,2,2,3,2,3,3,4,7,10,16
0,0,0,0,1,1,1,1,2,3,5,3,8,9,9,10,11,15
0,1,1,1,2,3,2,3,4,5,8,8,11,13,20,20,20,21
5,5,5,5,6,7,8,8,9,9,14,17,19,23,24,26,29,29
0,2,3,3,4,5,5,7,8,11,13,14,18,19,22,25,29,33
0,0,0,1,1,1,2,3,4,4,5,7,10,10,11,13,13,13
0,0,0,0,0,0,0,0,0,3,5,6,9,9,9,11,10,14
0,0,0,2,2,3,2,2,2,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,11,12,15,18,19,23,31,31,35,42,50,52,53,56,64,68
