0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,2,2,2,3,4,4,3,3,3,4
0,2,2,3,4,4,4,7,7,10,16,24,32,38,41,48,50,65
0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,5
1,0,0,0,3,3,4,7,8,13,16,18,19,23,27,31,32,33
0,0,0,0,0,0,0,1,2,2,2,4,6,7,9,14,18,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,2,2,2,3,6,7,17,19,21,27,39,41
2,3,4,4,4,5,6,9,10,12,23,29,36,46,62,76,86,93
0,0,0,0,0,1,1,2,2,3,6,5,7,7,8,8,8,8
0,0,0,0,0,3,0,0,0,7,9,9,9,10,10,25,33,37
0,1,0,0,2,3,3,5,5,5,6,9,10,10,10,12,14,16
1,1,2,2,2,2,2,3,4,4,6,6,8,9,9,10,12,12
0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,5,7,7
0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,5,7,8
1,0,0,0,0,0,1,1,1,2,2,4,4,6,6,7,7,7
1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,5,6
0,0,0,0,0,1,2,2,2,2,2,1,1,1,2,2,2,2
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3
0,0,0,0,0,0,0,0,0,1,3,4,4,4,5,10,13,15
0,0,0,1,1,1,1,1,3,3,4,3,3,6,8,7,9,17
0,0,0,1,1,1,1,1,3,3,4,3,3,6,8,7,9,17
0,0,0,0,0,1,1,1,1,2,4,5,5,6,7,7,7,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,7
0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3
0,0,0,0,0,0,0,0,1,1,3,5,6,6,6,6,6,7
1,1,1,1,2,2,3,3,3,3,4,3,3,5,5,6,7,7
0,0,0,0,0,3,0,4,5,6,8,8,10,10,11,13,13,15
0,1,2,2,2,3,3,3,3,4,4,4,5,5,5,7,9,11
0,0,0,1,1,1,2,2,3,3,4,6,8,9,11,14,16,23
0,0,0,0,0,1,0,0,0,0,1,2,3,4,4,5,7,9
0,0,0,1,1,1,1,1,1,3,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,1,2,3,3,3,6,7
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,1,1,2,1,1,1,1,1,1,1,2,3,3,3,4,4
2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,6,7
0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,6
0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,5,8,12
0,0,0,0,0,0,0,0,1,1,2,2,5,5,6,9,14,15
0,0,0,2,2,2,2,2,3,3,3,4,6,8,8,12,15,16
2,3,3,3,3,3,3,3,3,4,5,5,6,7,7,8,9,11
0,0,0,0,1,1,1,2,2,3,4,3,5,5,5,7,8,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,2,9,9,12,12,15,21,21,26
0,0,0,0,0,0,0,0,1,5,10,12,18,19,25,31,37,43
0,0,0,0,0,0,0,0,0,0,1,1,2,4,5,6,8,10
0,0,0,0,0,0,0,0,0,0,2,4,5,6,11,12,12,14
0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,11,13,15
0,0,0,0,0,0,0,1,1,4,7,3,6,6,7,12,33,41
0,0,0,0,0,0,1,1,1,2,4,4,11,12,14,19,25,30
0,0,0,0,0,0,0,0,0,3,3,1,1,1,2,4,5,5
0,1,1,1,1,1,2,2,2,3,6,8,13,14,16,18,20,21
0,0,0,0,0,0,1,2,2,3,4,5,5,6,7,8,10,13
0,0,0,0,0,0,1,3,3,7,8,10,12,14,17,20,23,24
0,0,0,0,0,1,2,2,2,2,2,1,1,4,5,6,8,10
0,0,0,0,1,1,1,1,3,4,7,8,11,12,13,16,18,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,2,5,7,9,11,13,16,19,24
0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,5,6
1,1,1,1,3,3,4,6,8,9,21,21,26,28,35,39,44,55
0,0,0,0,0,0,1,1,3,5,6,7,8,8,10,13,16,20
0,0,0,5,5,7,8,8,9,9,12,0,0,0,0,0,0,0
2,1,2,2,2,2,3,4,5,9,14,21,32,34,43,53,63,69
0,0,0,0,1,2,4,5,7,9,20,23,24,29,34,39,50,54
3,4,4,5,6,7,7,9,11,17,21,22,23,27,31,40,41,43
0,0,0,0,1,2,1,1,2,2,2,0,0,0,0,0,0,0
0,0,0,1,2,2,2,3,6,8,9,7,11,11,13,19,22,26
0,0,0,1,1,1,1,2,2,1,2,2,3,4,4,6,7,8
1,1,1,1,1,1,1,1,1,1,4,5,6,6,7,12,14,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,2,2,2,3,3,5,5,12,12,14,20,26,31,37,44
0,2,2,3,4,4,4,5,7,6,8,6,7,9,14,15,17,19
1,1,3,2,4,5,7,12,16,18,21,28,38,41,47,49,53,56
1,1,4,4,5,7,8,12,12,13,15,21,21,24,28,35,39,45
1,1,1,1,1,1,1,2,2,4,5,8,9,10,11,14,14,19
0,0,0,0,0,0,1,3,4,4,5,5,7,10,10,12,13,13
0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,5,7,8
0,0,0,0,0,0,0,0,1,2,3,4,4,4,6,9,9,11
0,0,1,0,1,1,1,1,1,3,3,3,5,8,8,10,11,11
0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,7,7,11
0,0,0,0,0,1,1,1,3,3,5,2,3,5,5,6,7,7
0,0,0,1,1,1,1,1,1,1,3,0,0,0,0,0,5,7
0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,4,5
0,0,0,0,0,0,0,1,1,1,1,2,2,4,6,7,8,10
1,2,2,3,3,3,3,3,3,5,7,8,12,17,17,17,18,18
0,0,0,1,1,2,2,3,4,5,8,5,5,5,5,7,7,7
0,0,0,0,0,2,2,2,3,5,9,9,10,12,14,16,17,20
1,2,4,4,4,6,7,7,8,9,11,11,13,17,18,18,18,20
0,1,1,1,3,4,5,6,6,6,8,8,8,9,13,13,18,21
0,0,0,1,1,1,1,2,6,8,10,12,15,20,21,25,27,28
0,0,0,0,4,4,4,4,6,7,9,6,8,8,9,13,17,17
0,0,0,2,2,5,6,7,7,8,10,8,10,11,11,13,15,15
0,0,0,1,1,4,5,6,7,7,9,7,9,11,13,13,15,17
0,0,0,0,4,4,4,6,8,8,8,0,0,0,0,0,5,6
0,0,0,0,1,1,4,5,7,8,13,7,8,9,10,12,12,12
0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,5,5
0,1,1,1,1,2,3,3,3,3,4,5,7,9,9,11,13,13
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,10
1,1,1,1,1,2,2,2,4,5,6,6,8,8,9,13,15,17
0,0,0,0,0,0,0,1,1,1,2,2,4,4,4,7,8,13
0,0,0,0,0,0,0,1,1,1,2,3,4,4,4,5,11,12
0,0,0,0,0,1,1,1,1,1,1,3,3,3,4,5,5,7
