id,Country,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29
0,Afghanistan,56254,56274,56297,56319,56342,56366,56391,56414,56440,56466,56492,56518,56546,56575,56603,56634,56665,56697,56730,56764,56800,56837,56873,56912,56953,56993,57036,57078,57122,57168,57216,57264,57314,57366,57420,57474,57533,57592,57652,57715,57781,57848,57918,57988,58061,58138,58217,58299,58383,58470,58561,58654,58751,58851,58954,59061,59172,59285,59404,59526,59652,59784,59920,60058,60204,60354,60508,60669,60835,61007,61185,61368,61558,61756,61960,62170,62389,62614,62847,63088,63339,63596,63864,64140,64426,64722,65027,65343,65671,66009,66359,66722,67098,67486,67887,68301
1,Albania,123216,123614,124001,124381,124753,125118,125473,125821,126157,126485,126804,127113,127416,127708,127995,128273,128544,128808,129064,129315,129558,129796,130026,130252,130471,130683,130892,131093,131289,131481,131667,131847,132025,132197,132365,132529,132689,132844,132996,133145,133289,133430,133567,133700,133830,133957,134080,134201,134317,134431,134542,134649,134755,134856,134956,135052,135146,135238,135326,135413,135497,135580,135659,135738,135812,135885,135957,136027,136095,136160,136224,136287,136348,136406,136464,136521,136575,136627,136680,136729,136778,136826,136871,136917,136961,137003,137045,137085,137124,137163,137200,137237,137272,137308,137342,137376
2,Algeria,116657,116730,116801,116867,116928,116986,117042,117092,117141,117183,117223,117262,117294,117324,117353,117378,117399,117421,117438,117453,117468,117478,117488,117494,117501,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504,117504
3,Andorra,11732,11759,11784,11812,11837,11864,11892,11920,11947,11975,12003,12032,12061,12090,12119,12148,12178,12210,12240,12271,12303,12334,12367,12400,12433,12467,12501,12536,12572,12607,12643,12680,12718,12757,12795,12835,12874,12914,12955,12997,13040,13081,13126,13171,13216,13261,13308,13354,13403,13451,13501,13551,13601,13652,13705,13757,13811,13865,13921,13977,14033,14091,14147,14206,14266,14326,14386,14447,14510,14572,14634,14699,14762,14829,14894,14961,15028,15095,15165,15234,15304,15375,15446,15518,15591,15663,15737,15811,15885,15960,16036,16112,16189,16265,16342,16419
4,Angola,21961,22001,22040,22081,22120,22159,22197,22234,22270,22305,22339,22371,22406,22438,22468,22500,22530,22560,22589,22617,22645,22672,22698,22724,22749,22772,22795,22816,22836,22856,22875,22893,22909,22926,22942,22957,22971,22985,22997,23009,23019,23028,23038,23045,23051,23057,23061,23064,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066,23066
5,Antigua and Barbuda,1122,1131,1139,1148,1158,1166,1176,1185,1194,1201,1210,1218,1225,1233,1241,1248,1255,1262,1269,1276,1283,1288,1295,1300,1306,1311,1317,1323,1327,1333,1337,1342,1347,1351,1356,1359,1363,1368,1372,1375,1379,1382,1385,1388,1392,1394,1398,1400,1404,1407,1409,1412,1413,1416,1418,1421,1422,1425,1426,1428,1429,1432,1434,1436,1437,1439,1441,1442,1443,1444,1446,1447,1449,1451,1451,1452,1454,1454,1456,1457,1457,1458,1458,1460,1460,1462,1463,1463,1463,1464,1464,1465,1465,1467,1468,1468
6,Argentina,2291051,2297706,2304420,2311201,2317996,2324792,2331618,2338481,2345382,2352277,2359167,2366088,2373050,2380050,2387086,2394165,2401284,2408437,2415617,2422825,2430067,2437340,2444644,2451985,2459366,2466793,2474263,2481772,2489322,2496906,2504525,2512176,2519863,2527584,2535344,2543125,2550929,2558757,2566606,2574476,2582365,2590270,2598193,2606131,2614087,2622059,2630052,2638060,2646089,2654133,2662194,2670270,2678359,2686461,2694575,2702699,2710835,2718981,2727141,2735315,2743502,2751700,2759910,2768130,2776359,2784600,2792844,2801098,2809357,2817620,2825888,2834158,2842429,2850700,2858970,2867238,2875502,2883762,2892012,2900257,2908494,2916719,2924932,2933131,2941315,2949484,2957633,2965764,2973872,2981957,2990018,2998053,3006059,3014036,3021980,3029890
7,Armenia,188446,189055,189665,190275,190887,191497,192107,192722,193339,193958,194577,195196,195813,196423,197026,197623,198212,198794,199368,199934,200489,201035,201570,202094,202607,203107,203595,204069,204530,204977,205409,205824,206225,206609,206976,207325,207655,207967,208259,208531,208783,209014,209223,209410,209574,209715,209834,209927,209995,210039,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057,210057
8,Australia,29252,29259,29266,29272,29279,29285,29291,29296,29302,29305,29309,29313,29317,29320,29324,29326,29330,29332,29334,29336,29338,29338,29340,29340,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342,29342
9,Austria,530288,533189,536112,539062,542045,545041,548044,551060,554097,557147,560212,563290,566380,569483,572598,575725,578865,582015,585176,588346,591527,594716,597916,601121,604335,607558,610786,614022,617262,620508,623760,627015,630274,633536,636801,640069,643338,646608,649880,653150,656421,659692,662959,666225,669490,672748,675996,679232,682457,685669,688868,692052,695224,698378,701516,704637,707741,710827,713894,716941,719968,722976,725962,728926,731869,734798,737712,740612,743500,746373,749231,752074,754902,757715,760508,763272,766007,768714,771389,774047,776685,779306,781907,784491,787055,789601,792121,794612,797073,799501,801899,804266,806602,808906,811178,813421
10,Azerbaijan,252680,253576,254495,255440,256413,257412,258437,259493,260580,261697,262846,264025,265238,266479,267753,269058,270397,271768,273173,274612,276089,277600,279148,280734,282358,284021,285725,287469,289253,291081,292951,294865,296822,298825,300874,302969,305112,307303,309543,311832,314171,316561,319003,321496,324040,326634,329277,331970,334712,337504,340346,343238,346181,349176,352221,355314,358454,361642,364874,368159,371501,374900,378356,381870,385439,389065,392749,396490,400287,404140,408049,412014,416033,420106,424233,428413,432646,436929,441262,445646,450079,454558,459081,463651,468266,472921,477617,482351,487123,491931,496774,501651,506558,511496,516461,521451
11,The Bahamas,8935,8946,8956,8964,8972,8981,8989,8996,9002,9009,9015,9021,9026,9029,9034,9038,9041,9043,9046,9047,9048,9049,9050,9050,9050,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051
12,Bahrain,139953,140631,141308,141985,142664,143343,144024,144707,145391,146079,146768,147462,148159,148858,149559,150265,150972,151684,152398,153115,153836,154560,155287,156017,156751,157488,158231,158975,159725,160479,161235,161996,162762,163531,164303,165080,165861,166646,167435,168226,169023,169821,170625,171432,172243,173056,173873,174694,175518,176345,177175,178007,178844,179683,180523,181366,182213,183060,183911,184764,185618,186473,187331,188189,189049,189910,190771,191634,192498,193362,194227,195091,195956,196820,197683,198547,199410,200272,201134,201994,202851,203710,204565,205418,206270,207121,207969,208815,209656,210496,211331,212162,212990,213813,214631,215445
13,Bangladesh,588132,589294,590468,591648,592837,594037,595261,596513,597791,599096,600430,601789,603176,604591,606033,607514,609027,610574,612154,613756,615378,617022,618688,620376,622085,623816,625569,627344,629141,630958,632796,634652,636525,638414,640319,642240,644176,646126,648090,650066,652055,654054,656063,658081,660094,662098,664092,666073,668041,669989,671918,673824,675705,677558,679379,681166,682914,684621,686283,687896,689455,690958,692400,693773,695077,696305,697453,698511,699481,700351,701117,701773,702360,702873,703311,703669,703941,704126,704218,704218,704218,704218,704218,704218,704218,704218,704218,704218,704218,704218,704218,704218,704218,704218,704218,704218
