id,Country,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19
0,Afghanistan,152142,152509,152867,153218,153560,153896,154222,154542,154853,155159,155456,155747,156030,156308,156578,156843,157100,157353,157598,157838,158071,158300,158522,158739,158951,159157,159358,159555,159746,159932,160114,160291,160463,160631,160795,160955,161109,161261,161408,161552,161691,161827,161959,162088,162213,162335,162453,162569,162681,162790,162896,162999,163099,163197,163291,163384,163473,163560,163645,163727,163806,163884,163959,164032,164103,164172,164239,164304,164367,164428,164487,164545,164600,164655,164707,164758,164807,164855,164902,164947,164990,165033,165074,165114,165152,165189,165225,165260,165294,165327,165359,165389,165419,165449,165479,165509
1,Albania,136147,136523,136919,137346,137794,138283,138803,139385,140017,140732,141504,142372,143308,144356,145484,146745,148101,149618,151250,153075,155038,157232,159590,162221,165042,168185,171551,175294,179296,183742,188488,193751,199361,205567,212167,219453,227179,235683,244676,254544,264943,276315,288255,301260,314855,329597,344933,361477,378623,396983,416209,436335,457650,479552,502881,526680,551844,577313,604028,630835,658711,686426,714983,743099,771788,799746,827989,855222,882454,908436,934154,958616,982427,1006032,1029746,1053076,1076332,1099032,1121485,1143231,1164575,1185089,1205073,1224135,1242571,1260031,1276801,1292576,1307630,1321703,1335053,1347461,1358927,1369451,1379033,1387673
2,Algeria,187968,188985,189977,190944,191886,192803,193695,194562,195404,196221,197013,197780,198522,199239,199931,200598,201240,201857,202449,203016,203558,204075,204568,205042,205503,205953,206390,206817,207232,207637,208031,208415,208789,209153,209508,209854,210190,210518,210837,211148,211450,211746,212033,212313,212585,212851,213109,213362,213606,213846,214078,214305,214525,214741,214950,215154,215352,215546,215734,215918,216096,216271,216440,216605,216766,216923,217075,217224,217368,217509,217647,217780,217910,218037,218161,218281,218398,218512,218623,218732,218837,218940,219039,219137,219232,219324,219414,219502,219587,219670,219751,219830,219906,219981,220054,220125
3,Andorra,14954,14973,14991,15010,15028,15046,15063,15081,15098,15114,15131,15147,15163,15178,15194,15209,15224,15239,15254,15268,15283,15297,15311,15325,15339,15353,15366,15380,15394,15407,15420,15433,15447,15460,15472,15485,15498,15511,15523,15535,15548,15560,15572,15584,15596,15608,15619,15631,15643,15654,15665,15677,15688,15699,15710,15720,15731,15742,15752,15763,15773,15784,15794,15804,15814,15824,15833,15843,15853,15862,15872,15881,15891,15900,15909,15918,15927,15936,15944,15953,15962,15970,15979,15987,15995,16003,16012,16020,16028,16035,16043,16051,16059,16066,16074,16082
4,Angola,44739,44881,45025,45171,45318,45467,45617,45768,45921,46076,46231,46389,46548,46708,46870,47034,47199,47366,47534,47704,47875,48049,48224,48400,48578,48759,48940,49124,49308,49496,49684,49875,50067,50261,50456,50654,50854,51056,51259,51464,51671,51880,52091,52305,52519,52737,52956,53177,53400,53625,53852,54082,54313,54547,54783,55021,55261,55504,55748,55995,56244,56496,56749,57006,57264,57525,57787,58053,58321,58591,58864,59139,59417,59697,59980,60265,60553,60843,61136,61432,61730,62031,62334,62641,62949,63261,63575,63893,64213,64536,64861,65190,65521,65856,66193,66533
5,Antigua and Barbuda,1397,1410,1424,1440,1456,1474,1493,1514,1536,1561,1588,1617,1649,1684,1721,1762,1805,1853,1904,1960,2020,2086,2157,2234,2316,2407,2503,2608,2721,2844,2974,3117,3269,3435,3610,3802,4005,4226,4459,4713,4980,5270,5575,5905,6251,6624,7014,7434,7871,8340,8826,9345,9882,10452,11039,11659,12294,12962,13641,14352,15071,15818,16569,17345,18119,18914,19701,20503,21292,22090,22870,23653,24412,25170,25899,26621,27311,28003,28688,29391,30083,30790,31482,32185,32870,33562,34232,34906,35555,36204,36826,37445,38034,38618,39171,39716
6,Argentina,5088271,5098339,5108268,5118056,5127705,5137212,5146576,5155791,5164855,5173758,5182495,5191056,5199452,5207683,5215746,5223641,5231367,5238923,5246307,5253519,5260557,5267420,5274109,5280622,5286960,5293123,5299114,5304932,5310579,5316057,5321364,5326505,5331480,5336290,5340938,5345426,5349756,5353930,5357952,5361823,5365547,5369126,5372563,5375862,5379025,5382055,5384957,5387732,5390385,5392918,5395336,5397641,5399837,5401927,5403915,5405804,5407598,5409300,5410913,5412441,5413887,5415253,5416544,5417763,5418911,5419994,5421013,5421971,5422871,5423715,5424508,5425250,5425945,5426595,5427202,5427769,5428298,5428790,5429248,5429674,5430070,5430438,5430778,5431094,5431386,5431655,5431904,5432134,5432346,5432541,5432720,5432884,5433035,5433174,5433300,5433416
7,Armenia,234814,235193,235581,235983,236394,236819,237254,237705,238165,238640,239125,239625,240135,240661,241198,241753,242320,242905,243502,244117,244745,245392,246052,246732,247426,248140,248868,249617,250381,251168,251969,252793,253633,254496,255375,256279,257198,258143,259104,260092,261096,262127,263175,264251,265344,266466,267604,268772,269958,271173,272406,273669,274950,276262,277592,278953,280332,281742,283171,284631,286110,287620,289148,290709,292287,293897,295525,297185,298861,300571,302296,304054,305827,307632,309452,311304,313170,315068,316978,318920,320873,322857,324851,326876,328910,330974,333045,335145,337252,339386,341525,343691,345860,348055,350252,352473
8,Australia,40080,40549,41028,41520,42021,42536,43061,43603,44153,44716,45288,45872,46464,47069,47680,48302,48930,49567,50208,50859,51511,52172,52833,53500,54167,54838,55507,56179,56847,57516,58180,58843,59499,60154,60799,61441,62073,62699,63314,63923,64519,65107,65680,66245,66796,67336,67860,68373,68870,69356,69824,70281,70720,71147,71556,71953,72333,72699,73049,73387,73707,74015,74308,74588,74852,75105,75343,75570,75784,75986,76176,76355,76523,76681,76829,76967,77096,77217,77328,77433,77529,77618,77701,77777,77848,77912,77972,78026,78076,78122,78163,78201,78236,78267,78295,78321
9,Austria,669506,670424,671376,672380,673423,674521,675663,676863,678107,679413,680762,682177,683641,685178,686774,688455,690200,692037,693944,695950,698032,700223,702496,704889,707373,709989,712705,715568,718542,721677,724934,728368,731935,735696,739604,743725,748007,752524,757219,762171,767318,772749,778393,784347,790534,797061,803844,810997,818429,826266,834407,842989,851901,861291,871039,881306,891958,903171,914797,927028,939700,953021,966812,981295,996275,1011990,1028229,1045243,1062802,1081175,1100112,1119898,1140259,1161499,1183320,1206041,1229342,1253557,1278338,1304039,1330282,1357438,1385102,1413657,1442673,1472548,1502822,1533908,1565318,1597478,1629877,1662950,1696163,1729516,1763009,1796642
