id,Country,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25
0,Afghanistan,7676,7676,7677,7677,7678,7678,7678,7679,7679,7679,7680,7680,7680,7680,7681,7681,7681,7682,7682,7682,7683,7683,7683,7684,7684,7684,7685,7685,7685,7685,7686,7686,7686,7686,7686,7687,7687,7687,7687,7687,7688,7688,7688,7688,7688,7688,7688,7689,7689,7689,7689,7689,7689,7689,7689,7690,7690,7690,7690,7690,7690,7690,7690,7690,7690,7690,7691,7691,7691,7691,7691,7691,7691,7691,7691,7691,7691,7691,7691,7691,7691,7691,7691,7691,7692,7692,7692,7692,7692,7692,7692,7692,7692,7692,7692,7692,7692,7692,7692,7692,7692
1,Albania,3496,3496,3496,3496,3496,3496,3497,3497,3497,3497,3497,3497,3497,3497,3497,3497,3497,3497,3498,3498,3498,3498,3498,3498,3498,3498,3498,3498,3498,3498,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3499,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3501,3501,3501,3501,3501,3501,3501
2,Algeria,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874,6874
3,Andorra,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
4,Angola,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
5,Antigua and Barbuda,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
6,Argentina,128344,128349,128354,128358,128363,128367,128370,128374,128377,128381,128384,128387,128390,128393,128396,128399,128402,128404,128407,128409,128411,128414,128416,128418,128420,128422,128423,128425,128427,128428,128430,128431,128432,128434,128435,128436,128437,128438,128439,128440,128441,128442,128443,128444,128445,128446,128446,128447,128448,128448,128449,128450,128450,128451,128451,128452,128452,128453,128453,128454,128454,128455,128455,128455,128456,128456,128457,128457,128457,128458,128458,128458,128458,128459,128459,128459,128459,128460,128460,128460,128460,128461,128461,128461,128461,128461,128462,128462,128462,128462,128462,128462,128462,128463,128463,128463,128463,128463,128463,128463,128463
7,Armenia,8621,8621,8621,8621,8622,8622,8622,8622,8622,8622,8622,8622,8623,8623,8623,8623,8623,8623,8623,8623,8623,8623,8623,8623,8623,8623,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624,8624
8,Australia,6779,6813,6849,6886,6924,6963,7003,7045,7087,7130,7175,7220,7266,7312,7359,7406,7454,7502,7550,7598,7646,7693,7741,7787,7834,7879,7924,7968,8012,8055,8098,8141,8177,8207,8231,8249,8260,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266,8266
9,Austria,16407,16422,16437,16451,16463,16475,16487,16498,16508,16518,16527,16536,16544,16551,16557,16562,16566,16569,16572,16575,16579,16582,16585,16588,16591,16593,16595,16597,16599,16601,16602,16604,16606,16607,16609,16610,16612,16614,16615,16616,16618,16619,16620,16622,16623,16625,16626,16628,16629,16630,16632,16633,16635,16636,16638,16640,16641,16643,16645,16647,16649,16651,16653,16655,16657,16659,16662,16664,16667,16670,16672,16675,16678,16681,16685,16688,16692,16696,16700,16704,16708,16713,16718,16723,16728,16733,16739,16745,16751,16758,16765,16772,16780,16787,16795,16804,16813,16822,16831,16840,16850
10,Azerbaijan,9705,9705,9705,9705,9706,9706,9706,9706,9706,9706,9706,9706,9706,9706,9706,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9707,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708,9708
11,The Bahamas,789,789,789,789,789,789,789,789,789,789,789,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794
12,Bahrain,1473,1473,1473,1473,1474,1474,1474,1474,1474,1474,1474,1474,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475
13,Bangladesh,29124,29124,29124,29124,29124,29124,29124,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125,29125
14,Barbados,383,383,383,384,384,384,384,384,385,385,385,385,386,386,386,387,387,387,388,388,388,389,389,390,390,391,391,391,392,392,393,394,394,395,395,396,396,397,397,398,399,399,400,400,401,402,402,403,403,404,404,405,405,406,407,407,408,408,409,409,410,410,411,411,412,412,412,413,413,414,414,414,415,415,415,416,416,416,417,417,417,417,417,418,418,418,418,418,418,418,419,419,419,419,419,419,419,419,419,419,419
15,Belarus,6899,6901,6903,6904,6906,6908,6910,6911,6913,6914,6916,6917,6919,6920,6921,6922,6923,6924,6925,6926,6927,6927,6928,6929,6929,6930,6930,6931,6931,6931,6932,6932,6932,6932,6932,6933,6933,6933,6933,6933,6933,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934,6934
16,Belgium,31165,31173,31181,31189,31197,31205,31214,31222,31231,31240,31248,31258,31267,31276,31286,31295,31305,31315,31325,31334,31344,31354,31364,31374,31384,31394,31404,31414,31423,31433,31442,31452,31461,31471,31480,31489,31498,31507,31515,31524,31533,31541,31549,31558,31566,31574,31583,31591,31600,31608,31617,31625,31633,31642,31650,31659,31668,31677,31687,31696,31706,31716,31726,31737,31748,31759,31771,31783,31795,31808,31822,31835,31849,31864,31879,31894,31909,31926,31942,31958,31975,31992,32010,32028,32046,32064,32082,32101,32119,32138,32156,32175,32193,32211,32229,32247,32265,32283,32300,32317,32334
17,Benin,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163
18,Bhutan,16,16,17,17,17,18,18,19,19,20,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,44,45,46,48,49,50,51,52,53,54,55,56,57,58,59,59,60,61,61,62,62,63,63,64,64,65,65,65,66,66,66,66,67,67,67,67,68,68,68,68,68,68,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,71
19,Bolivia,21903,21903,21903,21904,21904,21904,21904,21904,21904,21904,21905,21905,21905,21905,21905,21905,21905,21905,21905,21906,21906,21906,21906,21906,21906,21906,21906,21906,21906,21906,21906,21906,21906,21906,21906,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21907,21908,21908,21908,21908,21908,21908,21908,21908,21908,21908,21908,21908,21908,21908,21908,21908,21908,21908,21908,21908
20,Bosnia and Herzegovina,15749,15750,15751,15752,15753,15754,15756,15757,15758,15758,15759,15760,15761,15762,15763,15764,15764,15765,15766,15767,15767,15768,15768,15769,15769,15770,15771,15771,15772,15772,15772,15773,15773,15774,15774,15774,15775,15775,15775,15776,15776,15776,15777,15777,15777,15777,15778,15778,15778,15778,15779,15779,15779,15779,15779,15780,15780,15780,15780,15780,15780,15781,15781,15781,15781,15781,15781,15781,15781,15782,15782,15782,15782,15782,15782,15782,15782,15782,15782,15782,15783,15783,15783,15783,15783,15783,15783,15783,15783,15783,15783,15783,15783,15783,15783,15783,15783,15784,15784,15784,15784
21,Brazil,662185,662265,662343,662419,662494,662567,662638,662707,662775,662841,662906,662968,663029,663089,663147,663203,663258,663312,663363,663414,663462,663508,663552,663594,663634,663672,663709,663744,663778,663810,663841,663871,663900,663927,663953,663979,664003,664026,664049,664070,664091,664110,664129,664147,664163,664179,664194,664208,664222,664234,664247,664258,664269,664279,664289,664298,664307,664315,664323,664330,664337,664344,664350,664356,664361,664366,664371,664376,664380,664384,664388,664392,664396,664399,664402,664405,664408,664411,664413,664416,664418,664420,664422,664424,664426,664428,664430,664432,664433,664435,664437,664438,664440,664442,664443,664445,664446,664448,664448,664449,664450
22,Brunei,217,217,218,218,218,219,219,219,220,220,220,220,220,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
23,Bulgaria,36782,36791,36800,36808,36816,36824,36831,36838,36845,36852,36858,36864,36869,36875,36880,36885,36891,36896,36901,36905,36910,36915,36919,36923,36927,36931,36935,36939,36942,36946,36949,36952,36956,36959,36962,36965,36967,36970,36973,36975,36978,36980,36982,36985,36987,36989,36991,36993,36995,36997,36999,37001,37003,37004,37006,37008,37009,37011,37012,37014,37015,37016,37018,37019,37020,37021,37023,37024,37025,37026,37027,37028,37029,37030,37031,37032,37033,37033,37034,37035,37036,37036,37037,37038,37039,37039,37040,37040,37041,37041,37042,37043,37043,37044,37044,37044,37045,37045,37046,37046,37046
