forecast_date,target,target_end_date,location,type,quantile,value
2022-04-17,1 wk ahead inc case,2022-04-23,AT,quantile,0.010,519
2022-04-17,1 wk ahead inc case,2022-04-23,BE,quantile,0.010,55397
2022-04-17,1 wk ahead inc case,2022-04-23,BG,quantile,0.010,1879
2022-04-17,1 wk ahead inc case,2022-04-23,HR,quantile,0.010,0
2022-04-17,1 wk ahead inc case,2022-04-23,CY,quantile,0.010,376
2022-04-17,1 wk ahead inc case,2022-04-23,CZ,quantile,0.010,11117
2022-04-17,1 wk ahead inc case,2022-04-23,DK,quantile,0.010,18119
2022-04-17,1 wk ahead inc case,2022-04-23,EE,quantile,0.010,3171
2022-04-17,1 wk ahead inc case,2022-04-23,FI,quantile,0.010,0
2022-04-17,1 wk ahead inc case,2022-04-23,FR,quantile,0.010,180664
2022-04-17,1 wk ahead inc case,2022-04-23,DE,quantile,0.010,269268
2022-04-17,1 wk ahead inc case,2022-04-23,GR,quantile,0.010,14055
2022-04-17,1 wk ahead inc case,2022-04-23,HU,quantile,0.010,13590
2022-04-17,1 wk ahead inc case,2022-04-23,IS,quantile,0.010,1228
2022-04-17,1 wk ahead inc case,2022-04-23,IE,quantile,0.010,1168
2022-04-17,1 wk ahead inc case,2022-04-23,IT,quantile,0.010,149335
2022-04-17,1 wk ahead inc case,2022-04-23,LV,quantile,0.010,0
2022-04-17,1 wk ahead inc case,2022-04-23,LI,quantile,0.010,208
2022-04-17,1 wk ahead inc case,2022-04-23,LT,quantile,0.010,3530
2022-04-17,1 wk ahead inc case,2022-04-23,LU,quantile,0.010,3808
2022-04-17,1 wk ahead inc case,2022-04-23,MT,quantile,0.010,4345
2022-04-17,1 wk ahead inc case,2022-04-23,NL,quantile,0.010,0
2022-04-17,1 wk ahead inc case,2022-04-23,NO,quantile,0.010,6638
2022-04-17,1 wk ahead inc case,2022-04-23,PL,quantile,0.010,0
2022-04-17,1 wk ahead inc case,2022-04-23,PT,quantile,0.010,32572
2022-04-17,1 wk ahead inc case,2022-04-23,RO,quantile,0.010,3882
2022-04-17,1 wk ahead inc case,2022-04-23,SK,quantile,0.010,7285
2022-04-17,1 wk ahead inc case,2022-04-23,SI,quantile,0.010,8780
2022-04-17,1 wk ahead inc case,2022-04-23,ES,quantile,0.010,15580
2022-04-17,1 wk ahead inc case,2022-04-23,SE,quantile,0.010,0
2022-04-17,1 wk ahead inc case,2022-04-23,CH,quantile,0.010,5718
2022-04-17,1 wk ahead inc case,2022-04-23,GB,quantile,0.010,87324
2022-04-17,2 wk ahead inc case,2022-04-30,AT,quantile,0.010,1838
2022-04-17,2 wk ahead inc case,2022-04-30,BE,quantile,0.010,75173
2022-04-17,2 wk ahead inc case,2022-04-30,BG,quantile,0.010,1275
2022-04-17,2 wk ahead inc case,2022-04-30,HR,quantile,0.010,0
2022-04-17,2 wk ahead inc case,2022-04-30,CY,quantile,0.010,0
2022-04-17,2 wk ahead inc case,2022-04-30,CZ,quantile,0.010,10115
2022-04-17,2 wk ahead inc case,2022-04-30,DK,quantile,0.010,33238
